1	Remembrance of the Daleks (1)	Doctor Who The Collection Season 25/Disc 1 - Remembrance of the Daleks/S25e01  Remembrance Of The Daleks (1) (Original).mkv
2	Remembrance of the Daleks (2)	Doctor Who The Collection Season 25/Disc 1 - Remembrance of the Daleks/S25e02  Remembrance Of The Daleks (2) (Original).mkv
3	Remembrance of the Daleks (3)	Doctor Who The Collection Season 25/Disc 1 - Remembrance of the Daleks/S25e03  Remembrance Of The Daleks (3) (Original).mkv
4	Remembrance of the Daleks (4)	Doctor Who The Collection Season 25/Disc 1 - Remembrance of the Daleks/S25e04  Remembrance Of The Daleks (4) (Original).mkv
5	The Happiness Patrol (1)	Doctor Who The Collection Season 25/Disc 3 - The Happiness Patrol/S25E05 - The Happiness Patrol (1).mkv
6	The Happiness Patrol (2)	Doctor Who The Collection Season 25/Disc 3 - The Happiness Patrol/S25E06 - The Happiness Patrol (2).mkv
7	The Happiness Patrol (3)	Doctor Who The Collection Season 25/Disc 3 - The Happiness Patrol/S25E07 - The Happiness Patrol (3).mkv
8	Silver Nemesis (1)	Doctor Who The Collection Season 25/Disc 5 - Silver Nemesis/S25E08 - Silver Nemesis (1) (Original).mkv
9	Silver Nemesis (2)	Doctor Who The Collection Season 25/Disc 5 - Silver Nemesis/S25E09 - Silver Nemesis (2) (Original).mkv
10	Silver Nemesis (3)	Doctor Who The Collection Season 25/Disc 5 - Silver Nemesis/S25E10 - Silver Nemesis (3) (Original).mkv
11	The Greatest Show in the Galaxy (1)	Doctor Who The Collection Season 25/Disc 7 - The Greatest Show in the Galaxy/S25E11 - The Greatest Show in the Galaxy (1) (Original).mkv
12	The Greatest Show in the Galaxy (2)	Doctor Who The Collection Season 25/Disc 7 - The Greatest Show in the Galaxy/S25E12 - The Greatest Show in the Galaxy (2) (Original).mkv
13	The Greatest Show in the Galaxy (3)	Doctor Who The Collection Season 25/Disc 7 - The Greatest Show in the Galaxy/S25E13 - The Greatest Show in the Galaxy (3) (Original).mkv
14	The Greatest Show in the Galaxy (4)	Doctor Who The Collection Season 25/Disc 7 - The Greatest Show in the Galaxy/S25E14 - The Greatest Show in the Galaxy (4) (Original).mkv
