1	Terror of the Autons (1)	Doctor Who The Collection Season 8/Disc 1 - Terror of the Autons/S08E01 - Terror of The Autons (1) (Original).mkv
2	Terror of the Autons (2)	Doctor Who The Collection Season 8/Disc 1 - Terror of the Autons/S08E02 - Terror of The Autons (2) (Original).mkv
3	Terror of the Autons (3)	Doctor Who The Collection Season 8/Disc 1 - Terror of the Autons/S08E03 - Terror of The Autons (3) (Original).mkv
4	Terror of the Autons (4)	Doctor Who The Collection Season 8/Disc 1 - Terror of the Autons/S08E04 - Terror of The Autons (4) (Original).mkv
5	The Mind of Evil (1)	Doctor Who The Collection Season 8/Disc 2 - The Mind of Evil/S08E05 - The Mind Of Evil (1).mkv
6	The Mind of Evil (2)	Doctor Who The Collection Season 8/Disc 2 - The Mind of Evil/S08E06 - The Mind Of Evil (2).mkv
7	The Mind of Evil (3)	Doctor Who The Collection Season 8/Disc 2 - The Mind of Evil/S08E07 - The Mind Of Evil (3).mkv
8	The Mind of Evil (4)	Doctor Who The Collection Season 8/Disc 2 - The Mind of Evil/S08E08 - The Mind Of Evil (4).mkv
9	The Mind of Evil (5)	Doctor Who The Collection Season 8/Disc 2 - The Mind of Evil/S08E9 - The Mind Of Evil (5).mkv
10	The Mind of Evil (6)	Doctor Who The Collection Season 8/Disc 2 - The Mind of Evil/S08E10 - The Mind Of Evil (6).mkv
11	The Claws of Axos (1)	Doctor Who The Collection Season 8/Disc 3 - The Claws of Axos/Originals/S08E11 - The Claws Of Axos (1).mkv
12	The Claws of Axos (2)	Doctor Who The Collection Season 8/Disc 3 - The Claws of Axos/Originals/S08E12 - The Claws Of Axos (2).mkv
13	The Claws of Axos (3)	Doctor Who The Collection Season 8/Disc 3 - The Claws of Axos/Originals/S08E13 - The Claws Of Axos (3).mkv
14	The Claws of Axos (4)	Doctor Who The Collection Season 8/Disc 3 - The Claws of Axos/Originals/S08E14 - The Claws Of Axos (4).mkv
15	Colony in Space (1)	Doctor Who The Collection Season 8/Disc 4 - Colony in Space/S08E15 – Colony In Space (1).mkv
16	Colony in Space (2)	Doctor Who The Collection Season 8/Disc 4 - Colony in Space/S08E16 – Colony In Space (2).mkv
17	Colony in Space (3)	Doctor Who The Collection Season 8/Disc 4 - Colony in Space/S08E17 – Colony In Space (3).mkv
18	Colony in Space (4)	Doctor Who The Collection Season 8/Disc 4 - Colony in Space/S08E18 – Colony In Space (4).mkv
19	Colony in Space (5)	Doctor Who The Collection Season 8/Disc 4 - Colony in Space/S08E19 – Colony In Space (5).mkv
20	Colony in Space (6)	Doctor Who The Collection Season 8/Disc 4 - Colony in Space/S08E20 – Colony In Space (6).mkv
21	The Daemons (1)	Doctor Who The Collection Season 8/Disc 6 - The Daemons/S08E21 - The Daemons (1).mkv
22	The Daemons (2)	Doctor Who The Collection Season 8/Disc 6 - The Daemons/S08E22 - The Daemons (2).mkv
23	The Daemons (3)	Doctor Who The Collection Season 8/Disc 6 - The Daemons/S08E23 - The Daemons (3).mkv
24	The Daemons (4)	Doctor Who The Collection Season 8/Disc 6 - The Daemons/S08E24 - The Daemons (4).mkv
25	The Daemons (5)	Doctor Who The Collection Season 8/Disc 6 - The Daemons/S08E25 - The Daemons (5).mkv
