1	Robot (1)	Doctor Who The Collection Season 12/Disc 1 - Robot/S12E01 - Robot (1).mkv
2	Robot (2)	Doctor Who The Collection Season 12/Disc 1 - Robot/S12E02 - Robot (2).mkv
3	Robot (3)	Doctor Who The Collection Season 12/Disc 1 - Robot/S12E03 - Robot (3).mkv
4	Robot (4)	Doctor Who The Collection Season 12/Disc 1 - Robot/S12E04 - Robot (4).mkv
5	The Ark in Space (1)	Doctor Who The Collection Season 12/Disc 2 - The Ark in Space/Originals/S12E05 - The Ark In Space (1) (Original).mkv
6	The Ark in Space (2)	Doctor Who The Collection Season 12/Disc 2 - The Ark in Space/Originals/S12E06 - The Ark In Space (2) (Original).mkv
7	The Ark in Space (3)	Doctor Who The Collection Season 12/Disc 2 - The Ark in Space/Originals/S12E07 - The Ark In Space (3) (Original).mkv
8	The Ark in Space (4)	Doctor Who The Collection Season 12/Disc 2 - The Ark in Space/Originals/S12E08 - The Ark In Space (4) (Original).mkv
9	The Sontaran Experiment (1)	Doctor Who The Collection Season 12/Disc 3 - The Sontaran Experiment/S12E09 - The Sontaran Experiment (1).mkv
10	The Sontaran Experiment (2)	Doctor Who The Collection Season 12/Disc 3 - The Sontaran Experiment/S12E10 - The Sontaran Experiment (2).mkv
11	Genesis of the Daleks (1)	Doctor Who The Collection Season 12/Disc 4 - Genesis of the Daleks/S12E11 – Genesis Of The Daleks (1).mkv
12	Genesis of the Daleks (2)	Doctor Who The Collection Season 12/Disc 4 - Genesis of the Daleks/S12E12 – Genesis Of The Daleks (2).mkv
13	Genesis of the Daleks (3)	Doctor Who The Collection Season 12/Disc 4 - Genesis of the Daleks/S12E13 – Genesis Of The Daleks (3).mkv
14	Genesis of the Daleks (4)	Doctor Who The Collection Season 12/Disc 4 - Genesis of the Daleks/S12E14 – Genesis Of The Daleks (4).mkv
15	Genesis of the Daleks (5)	Doctor Who The Collection Season 12/Disc 4 - Genesis of the Daleks/S12E15 – Genesis Of The Daleks (5).mkv
16	Genesis of the Daleks (6)	Doctor Who The Collection Season 12/Disc 4 - Genesis of the Daleks/S12E16 – Genesis Of The Daleks (6).mkv
17	Revenge of the Cybermen (1)	Doctor Who The Collection Season 12/Disc 5 - Revenge of the Cybermen/S12E17 - Revenge Of The Cybermen (1) (Original).mkv
18	Revenge of the Cybermen (2)	Doctor Who The Collection Season 12/Disc 5 - Revenge of the Cybermen/S12E18 - Revenge Of The Cybermen (2) (Original).mkv
19	Revenge of the Cybermen (3)	Doctor Who The Collection Season 12/Disc 5 - Revenge of the Cybermen/S12E19 - Revenge Of The Cybermen (3) (Original).mkv
20	Revenge of the Cybermen (4)	Doctor Who The Collection Season 12/Disc 5 - Revenge of the Cybermen/S12E20 - Revenge Of The Cybermen (4) (Original).mkv
