1	Day of the Daleks (1)	Doctor Who The Collection Season 9/Disc 1 - Day of the Daleks/S09e01 - Day Of The Daleks (1).mkv
2	Day of the Daleks (2)	Doctor Who The Collection Season 9/Disc 1 - Day of the Daleks/S09e02 - Day Of The Daleks (2).mkv
3	Day of the Daleks (3)	Doctor Who The Collection Season 9/Disc 1 - Day of the Daleks/S09e03 - Day Of The Daleks (3).mkv
4	Day of the Daleks (4)	Doctor Who The Collection Season 9/Disc 1 - Day of the Daleks/S09e04 - Day Of The Daleks (4).mkv
5	The Curse of Peladon (1)	Doctor Who The Collection Season 9/Disc 3 - The Curse of Peladon/S09e05 - The Curse Of Peladon (1).mkv
6	The Curse of Peladon (2)	Doctor Who The Collection Season 9/Disc 3 - The Curse of Peladon/S09e06 - The Curse Of Peladon (2).mkv
7	The Curse of Peladon (3)	Doctor Who The Collection Season 9/Disc 3 - The Curse of Peladon/S09e07 - The Curse Of Peladon (3).mkv
8	The Curse of Peladon (4)	Doctor Who The Collection Season 9/Disc 3 - The Curse of Peladon/S09e08 - The Curse Of Peladon (4).mkv
9	The Sea Devils (1)	Doctor Who The Collection Season 9/Disc 4 - The Sea Devils/S09e09 - The Sea Devils (1).mkv
10	The Sea Devils (2)	Doctor Who The Collection Season 9/Disc 4 - The Sea Devils/S09e10 - The Sea Devils (2).mkv
11	The Sea Devils (3)	Doctor Who The Collection Season 9/Disc 4 - The Sea Devils/S09e11 - The Sea Devils (3).mkv
12	The Sea Devils (4)	Doctor Who The Collection Season 9/Disc 4 - The Sea Devils/S09e12 - The Sea Devils (4).mkv
13	The Sea Devils (5)	Doctor Who The Collection Season 9/Disc 4 - The Sea Devils/S09e13 - The Sea Devils (5).mkv
14	The Sea Devils (6)	Doctor Who The Collection Season 9/Disc 4 - The Sea Devils/S09e14 - The Sea Devils (6).mkv
15	The Mutants (1)	Doctor Who The Collection Season 9/Disc 6 - The Mutants/S09e15  The Mutants (1).mkv
16	The Mutants (2)	Doctor Who The Collection Season 9/Disc 6 - The Mutants/S09e16  The Mutants (2).mkv
17	The Mutants (3)	Doctor Who The Collection Season 9/Disc 6 - The Mutants/S09e17  The Mutants (3).mkv
18	The Mutants (4)	Doctor Who The Collection Season 9/Disc 6 - The Mutants/S09e18  The Mutants (4).mkv
19	The Mutants (5)	Doctor Who The Collection Season 9/Disc 6 - The Mutants/S09e19  The Mutants (5).mkv
20	The Mutants (6)	Doctor Who The Collection Season 9/Disc 6 - The Mutants/S09e20  The Mutants (6).mkv
21	The Time Monster (1)	Doctor Who The Collection Season 9/Disc 7 - The Time Monster/S09e21  The Time Monster (1).mkv
22	The Time Monster (2)	Doctor Who The Collection Season 9/Disc 7 - The Time Monster/S09e22  The Time Monster (2).mkv
23	The Time Monster (3)	Doctor Who The Collection Season 9/Disc 7 - The Time Monster/S09e23  The Time Monster (3).mkv
24	The Time Monster (4)	Doctor Who The Collection Season 9/Disc 7 - The Time Monster/S09e24  The Time Monster (4).mkv
25	The Time Monster (5)	Doctor Who The Collection Season 9/Disc 7 - The Time Monster/S09e25  The Time Monster (5).mkv
26	The Time Monster (6)	Doctor Who The Collection Season 9/Disc 7 - The Time Monster/S09e26  The Time Monster (6).mkv
